reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
a132cc65-b16f-49c6-b687-6229af2a2f3f,Max Garibay,https://play-lh.googleusercontent.com/a-/AFdZucowEvZydYw2P1w8_tujg52pUvnwwNobIkrqzedJ5g,Unfortunately after years of being a prime member I had to delete my account today. I got tired of amazon shipping everything item I order in padded envelopes. If I leave a bad review for a damaged item they just remove it. If I order a replacement item it's the same thing over and over again. Amazon support is just awful as well. Goodbye Amazon,1,0,24.11.0.100,2022-06-05 17:19:11,,
e70e4d14-6745-4d75-b104-966d9bf0574e,N Christakos,https://play-lh.googleusercontent.com/a-/AFdZucpWqZuUZcYMIjzxAQcV8fUTqk5yRbfK-CGC-YYt,"The world at your finger tips, self restraint is key otherwise the credit cards fill up fast.",5,0,24.11.0.100,2022-06-05 17:04:31,,
b5e76722-ed38-4b97-89d1-9f6a2eef1350,David Black,https://play-lh.googleusercontent.com/a-/AFdZucpUHSj7g2smEWUjzmtkidw5t0iDFMQXffg4JOjkqQ,You can find almost anything with this app. Very easy to navigate. Good response to search criteria.,5,0,24.11.0.100,2022-06-05 16:48:21,,
f90b2d91-f19d-4dd1-bbd7-d9dc8a4d0a2c,AnneMarie Mulligan,https://play-lh.googleusercontent.com/a/AItbvmlN5fr7GzbN6ajFp5vg7VWoIQs7cWLGOMwmRmxP=mo,For the most part I am liking this app l don't like not getting any help on not getting everything in English and some of the items I have ordered came in wrong I asked for replacement to get the right size but twice it was wrong one item I got twice I still don't know how to use it but overall I am happy with this app,5,1,24.11.0.100,2022-06-05 15:21:22,,
79fd03fd-3cce-42bd-b334-db3f3b4acb31,Tabatha Hagan,https://play-lh.googleusercontent.com/a-/AFdZucrXzCWzaTPQkGvGsDJ3_iBbSrTwX6zSQmdBwcdWfGA,"Amazon prime is awesome, and customer service is very helpful and they problem solve for every customer.... Thank you Amazon....",5,0,24.11.0.100,2022-06-05 15:08:57,,
f38e4d0a-2d19-4cb8-b78a-5d7549e6e423,Ajju Bhai,https://play-lh.googleusercontent.com/a/AItbvmk4ZvkpY8CeJLlesIoFa7aqeQflYNaFhsjUgX4N=mo,fv,5,0,,2022-06-05 15:00:08,,
ede22964-d2bc-4c86-a4cf-a92b551058a7,Timothy Yandl,https://play-lh.googleusercontent.com/a-/AFdZucrs4Sa3f96dj6Hm6QQGZQ82ISv82XTmwM3eqJQMmA,"The live streams are super anoying and start playing when you are just trying to scroll past. Also, wishlists are super buggy. 500 words is not enough space to list everything wrong with them. They often jump back to the top or skip around while scrolling. Items appear duplicated (but are not, so don't delete them!) And an icon of a long removed item is still the default list image... There are about 15 other bugs as well.",3,315,24.11.0.100,2022-06-05 14:48:12,,
244d3402-4680-45e4-ade1-d1bd6a45d67f,Morena PK,https://play-lh.googleusercontent.com/a-/AFdZucobwWhWSaXjGIuDM2Dg8QDpImrPj_XCxK9VKgt2ew,"Well, it's a shame that amazon doesn't have connection between countries since it's the same company. I need some vitamins from amazon Brazil that don't exist in amazon UK and I can't get amazon to deliver to the UK. Disappointed with amazon.😣😞😩",2,4,24.11.0.100,2022-06-05 14:27:19,,
48b92c58-c0ec-4c88-81c0-392059035731,Tim OReilly,https://play-lh.googleusercontent.com/a/AItbvml9_BzHkDsq7KV9Xr7WJ9vLffYOga1HIM-NguE=mo,"Now Everytime i try to open my account, order history and complete an order with the app.. all I get is a White loading Screen.. getting ready to just delete this app off my phone.. WORKED FINE FOR YEARS",1,1,24.11.0.100,2022-06-05 14:22:50,,
62cf9f04-7d0e-4fd1-ac7c-c2fa89bc9404,Sikhumbuzo mthombeni,https://play-lh.googleusercontent.com/a-/AFdZucro-Rd0f4bZ6SOm8nMrlDn7B5uQp11wjMikibkfUQ,"I would give it a 5 star, only challenge is the consistent crashing of the app when performing certain actions, else really intuitive and great recommendations on alternative products.",4,0,24.11.0.100,2022-06-05 13:52:14,,
42934968-bb53-4bc4-b832-8769d0ae1859,V. Bowman,https://play-lh.googleusercontent.com/a-/AFdZucrQHQepd95zBu__UCEeeIguGXJ8xZupvBZXPYBpYg,"Amazon claims I've made all sorts of violations when I've left reviews for products. That's interesting because I've rated a few songs, but I've never done anything inappropriate or said anything rude to anyone. Have fun dealing with the Attorney General.",1,0,24.11.0.100,2022-06-05 12:49:38,,
11bba5eb-bf9e-45f9-b782-89f61ca0958a,D C,https://play-lh.googleusercontent.com/a-/AFdZucqJQ1IwCloHIWz1bD9NWFrerY_wZYJEkDYyDKLBew,"Still waiting (2 years now) for my delivery instructions to be followed! I very much DISLIKE the orange pop ups now when you're shopping, makes me not want to use your app anymore, think I'll use Google instead (although they're as bad!)",1,1,24.9.0.100,2022-06-05 12:22:36,,
92826398-37de-47fa-9bbd-f62d09a0d05f,Valorie Matadamas,https://play-lh.googleusercontent.com/a-/AFdZucpwydeTrAzRERCNHpofoaZ_OCzVDDz--6cfKhusGg,"Don't take your eye off of Amazon or you're bound to miss a great deal or some improvement they thought up. Get with it. There's a lot to take advantage of, rather than schlepping around with the rest who let the economy drag them down.",5,0,24.11.0.100,2022-06-05 12:01:58,,
34ec298f-d26b-44fe-b8e8-9100e0aeb579,yahia elsman,https://play-lh.googleusercontent.com/a-/AFdZucqef5OSrJ0x36dDTXJUX89ksg_nhveIv6lfBlkVhg,ممتاز,4,0,24.11.0.100,2022-06-05 11:09:15,,
2112ef78-b938-4236-882a-fca7e3a02cf5,Alise McKellum,https://play-lh.googleusercontent.com/a-/AFdZucpCWquH_o2AVcjfzNqepKO2d3BaZhkWMdxCWVQP6Q,Love the app it's easy to go through and purchase items. Love that most items are reasonable unlike most they try to price gouge so you have to want out for those people.,5,0,24.11.0.100,2022-06-05 10:56:14,,
4646831b-9b98-4c37-ad95-68a7ed585705,Daniella Ribeiro,https://play-lh.googleusercontent.com/a-/AFdZucrLj1cLRHQKZQy-AfO0xVsiSL0jRBszMosBn8HIHw,I mean it has good quality stuff but it says free delivery but then you have to pay delivery and i think their should be more things that has free delivery but over all its a good app,4,0,24.11.0.100,2022-06-05 10:24:42,,
7385f63f-8a5c-4389-9c81-d1d0595e63c2,Dave Flavell,https://play-lh.googleusercontent.com/a-/AFdZucohH9eDwM5qq2nntIMyqisDf1YHzQVcop4c2ErGdBY,"Quick and easy way to shop, especially around Christmas time. Do away with crowded shopping centres and the likes and the beauty thing is, your items are delivered straight to your door. Can even get your goods gift wrapped!",4,1,24.11.0.100,2022-06-05 10:18:03,,
2ad7eb02-2bda-41f9-aeef-bac38ecdb173,Mathew Swift,https://play-lh.googleusercontent.com/a-/AFdZucpIkbqr2BPncXXWnnUptmT6_aobuznIrN6CsY4s,"Frustrated with how they changed comic/book buying, now you can ONLY purchase them from the Amazon website, not the Amazon app, Kindle app or even the Comixoligy app which is how I've been doing it, which made finding the next book in the series easy to find, now I end to go into the Comixoligy app, find the book, open the website and try and find it when before all I had to do was go to the series and find the new book and buy it.",3,0,24.10.2.100,2022-06-05 8:25:46,,
6cae51cc-fa70-4e9e-9bf0-b85d8f122a8e,Moonlight,https://play-lh.googleusercontent.com/a-/AFdZucoDEmfJrJhufuITjigpKRBPs3DrcW3kwPopttZsdg,"In the past few months amazon has become horrific. Terrible customer service since they took it from India, glitches with the app, poor quality merchandise, nearly impossible to get a refund, greedy, penny pinching new ways, and the icing on the cake--we can't buy digital books anymore on amazon kindle or on amazon. DUE TO THIS BS, I'VE CANCELED MY PRIME MEMBERSHIP PERMANENTLY. WILL NOT SHOP AMAZON AGAIN.",1,477,24.11.0.100,2022-06-05 6:07:22,,
4209ac00-8850-4c0b-b34b-eefd3d339640,Queen Kreolee,https://play-lh.googleusercontent.com/a-/AFdZucrmKsqoe1Y1_98YpmOaSFvMsixG7gSeEFnq4c_9ag,"There are so many online shopping apps available but, Amazon is my fave by far. It's so easy to return products when they don't fit website description. No questions asked. Just be honest of course. After all, honesty is still the best policy when buying products online.",5,2,24.11.0.100,2022-06-05 4:13:15,,
269c32e7-d75f-4916-a0ce-7c9465673fe0,Olivia Valencia,https://play-lh.googleusercontent.com/a-/AFdZucrMWDLZAmN3T1de3r0kjoxSEqC41BjVUIFuGCXu2w,I been locked out after I was purchasing a good amount of things. And just because I ordered separately I got holds put on me and right after a purchase it asked me if I wanted to continue shopping. Well I would end up shopping. Why hold my money and still yet I get no items. On top of not being able to log in. Makes me feel robbed,2,1,24.11.0.100,2022-06-05 4:08:48,,
e04b5b78-0771-4e01-bccb-b327e5f084f6,Susie Chung,https://play-lh.googleusercontent.com/a-/AFdZucosGwiCTQoRyX2Kso3zwIoi9rkzeApkUXCEExxa,I have 2 account that i was able to switch back and forth. The new restrictions caused me no able to switch back. it's an inconvenient for me.,2,1,24.11.0.100,2022-06-05 3:54:15,,
56e019c9-d82a-4b1a-9248-3aa92cbd7972,larae gonzales,https://play-lh.googleusercontent.com/a-/AFdZucrZ590D6xtcA6WHkVKm3k8eyYWVDOuk4vq_SLxi7g,"it's so convenient,and I love the customer service,if I ever need them they are always so helpful and courteous:)",5,1,24.10.2.100,2022-06-05 3:18:40,,
7e02805e-ca28-4717-8aed-e1d8418320d5,Sara Johnson,https://play-lh.googleusercontent.com/a-/AFdZucreO1RzNRiDAwn6oIFgjOtIJVhryRXsFarzUkytMg,Can no longer buy Kindle books through this app - I now have to open the website to do this. What a ridiculous situation that Google and Amazon can't work together to make customers' lives easier. Corporate greed and petty point scoring.,1,2,24.11.0.100,2022-06-05 2:40:54,,
e867c642-75cb-4baa-a78a-f928a8b81a10,Freakonaleash7 T,https://play-lh.googleusercontent.com/a-/AFdZucqBvsUyfa-td9j54q4zrryhtvrcKLTSMib57qy1Kg,Absolutely love it!!!!!!! I use this app for everything Shopping 😀😀😀. Thanks a million Amazon. The updated version is fantastic. The UI is great and smooth love the buttons for Buy Again and orders. The tracking is superb. I just brought my Dad a Fire stick for an early birthday gift and he thinks it's great all streaming services under one roof!!!,5,10,24.10.2.100,2022-06-05 2:33:44,,
203d3f18-19d4-44e3-aabf-4a632adcbe17,brad dean,https://play-lh.googleusercontent.com/a-/AFdZucpuVSt1M_jHJqps7usAqMvqe9tjm7RjCSyi9VzUpQ,jeff bezos,1,0,16.13.0.100,2022-06-05 2:21:57,,
4e5a85e1-4c48-4236-8005-5b7a7f80ce6d,Brandi Champagne,https://play-lh.googleusercontent.com/a/AItbvmnZklsCWyzLswW9FnN9eZFnEllgTCrmx6ltzLBH=mo,idk what I'd do without the convenience of Amazon Shopping for certain personal items & other everyday needs! Love it ❣️,5,0,24.10.2.100,2022-06-05 1:52:01,,
716853d8-6ee5-4236-ae72-b2aecb750bc0,PuerInsanus,https://play-lh.googleusercontent.com/a-/AFdZucp0IsDELBWjJxusQUN2nlm1PkB5PE93PH-V5lgg-A,"As it stands I can't look at my orders through the app. It loads forever and alternating between Wi-Fi and data provider doesn't fix the issue, whereas every other app responds perfectly. Fix this, it's getting aggravating.",1,1,24.11.0.100,2022-06-05 0:35:08,,
c9ff660b-9a20-48b5-80f4-3435e512ac22,Clyde Lee Lee,https://play-lh.googleusercontent.com/a-/AFdZuco0Ty1c9tw4E61KbzengSBfIblGOPBlSvnSKp6sbA,Great for shopping for what you need especially for your pet. Very reliable and backed by the Amazon guarantee when a vendor fails the customer.,5,1,24.10.2.100,2022-06-04 22:42:47,,
23687ec5-62ee-4a6c-ac85-969506bfef5b,lulu freeman,https://play-lh.googleusercontent.com/a-/AFdZucqWd8-61OqqW0FhWW1uTuSHJTc93cJ94vYJKf_BDw,Its great it has almost everything I need or want for great prices! I definitely recommend you get this app! It was life changing!!!,5,2,24.11.0.100,2022-06-04 22:21:32,,
e0baddf7-49c0-414e-a9cc-b09d1f4073fb,Rona,https://play-lh.googleusercontent.com/a-/AFdZucrW7OwJFbw1it_bFJ16e890a4JoPLmNtea3IxvHDsg,معظم المنتجات مزيفه و مش اصليه و التغليف سيء ومفيش خاصيه اضافه صوره في تقيم المنتج,2,0,24.11.0.100,2022-06-04 22:18:43,,
14ca51fd-2074-43f6-ba47-836b1e5c432f,Stu. K.,https://play-lh.googleusercontent.com/a/AItbvmn5DTy86CzEXmau_rANnDWfh0QaeV6RGjMc55e8=mo,"Dreadfully app. It repeatedly shows dozens of items unrelated to my searches, to the sacrifice of the items of interest which justs wastes my time. Applying filters makes it go from bad to worse. Shame on you Amazon.",1,1,24.11.0.100,2022-06-04 21:54:29,,
768237bc-09be-4893-82a3-ba9f13fea834,levi dawes,https://play-lh.googleusercontent.com/a-/AFdZucpFyHoj4Q4KffuU31So9tx9AnTpf3Jnnteopi_TAQ,Update has ruined my account. Updated the app now i have to do a OTP but it doesn't send an OTP to my email. So i am now locked out of my account! Thanks amazon! I would like to close my account and a full refund for my prime since i cant even access my prime now,1,0,24.11.0.100,2022-06-04 21:47:36,,
c4587923-c2b3-43b7-8c15-b46d020227ce,Si Woolly,https://play-lh.googleusercontent.com/a-/AFdZucplfb1CcuheCeT1mNMRQINRr1LE8921NH8mGamDZz0,"Prime was good, now it means nothing. Not next day for most prime items and can't even make the specified delivery day on those prime items, even though they set the day!",4,4,24.10.2.100,2022-06-04 21:46:03,,
d950f4bf-a512-4dab-86e9-2953f0cbcb32,sangeetha bolar,https://play-lh.googleusercontent.com/a-/AFdZucqaZIr2PMZFxZK72HifXN5k42ge7Q1P1Lv4B19NCw,goid,5,0,24.11.0.100,2022-06-04 21:26:15,,
b179c02b-1cd6-486a-bba8-b35d155a006a,Danny Yates,https://play-lh.googleusercontent.com/a-/AFdZuco4iL3MeAEHp5MyGKidmzhRROba1OjDpfJJlhap,I have a little trouble navigating the app but exemplary customer service smoothed out the wrinkles. This customer service makes shopping with Amazon a pleasure after the initial headache lol. Thanks Amazon!,5,0,24.7.0.100,2022-06-04 21:01:44,,
abcfbd69-20ef-4704-b805-b71c812f0f9c,Harry Slade,https://play-lh.googleusercontent.com/a/AItbvmlj_VaGkg8YyNnitFeYU_jK11GDWUwR6Hoknn0h=mo,5th ththinks of ⁶6447,3,0,24.11.0.100,2022-06-04 20:51:16,,
8a331f07-f93d-4f06-a695-6d4e06aa92f6,Lucas Edwards,https://play-lh.googleusercontent.com/a-/AFdZucouBD9t7wviLCOFZVF_PXgBvx40BaI4X8PTfHksXeQ,Big thumbs down to the new tracking for deliveries made by Amazon delivery drivers. Either the tracking is broken or the delivery drivers in my area like to drive around in circles. I watched it go by my house twice on the map. Over 30 minutes to supposedly make the last five stops in a 3 Mile area.,1,17,24.10.2.100,2022-06-04 20:46:11,,
39e28130-b18d-4ae2-995e-6858047eed17,Carol Monroe,https://play-lh.googleusercontent.com/a/AItbvmnQGsUF_PDms-0DV-N15x8AuPKEUg0nakOA1prv=mo,U liip89,4,0,24.9.0.100,2022-06-04 19:22:44,,
ae83014a-b3f5-4acb-b773-6fe791ef39bc,SHQ Bui,https://play-lh.googleusercontent.com/a-/AFdZucqNBrFA0zP6jqdmzWiIrDIH1h6YXGVFOXdP_YUiBUg,"Always satisfied. Huge selections, generally great customer service. Keep in mind not always the lowest prices.",5,0,24.11.0.100,2022-06-04 17:43:52,,
3fbf9efa-696f-47c6-8574-881b77f9113d,TITO NÓLOC,https://play-lh.googleusercontent.com/a-/AFdZucqLD0YWhFWLu0OneLB48GRrHOr5DuGYrRhHtTRjRg,Can't cancel email notifications from this app. I get push notifications and emails too. So annoying.,4,0,24.11.0.100,2022-06-04 17:26:49,,
9f410d2a-2d75-42c4-9ed9-76ae00556a3d,White Domino,https://play-lh.googleusercontent.com/a-/AFdZucoJXdYJprCohJDCLbuzLl4AAfvD2v4-oUIRuPWe,Looping through the same options when im trying to return an item is extremely draining. Been waiting almost two months. Says its lost. Cant get to a point of actually returning or refunding cause it just says speak to the seller. Amazons the seller. Talk to customer support. Which item. Talk to seller. Amazons the seller. Which item. Talk to the seller....awful experience. At very least it is overwhelmingly discouraging. So appearantly im just out 300. Guess ill just kick rocks,2,0,24.3.0.100,2022-06-04 15:37:53,,
de5b0a8c-76f4-46fc-82a8-83914d15661e,Miranda Rushton,https://play-lh.googleusercontent.com/a-/AFdZucrSP7pUJ07KwI0KOB-9ZR2X9LaZS0WdAax8zXbeLVs,Now that you cannot shop for books in kindle app. Will you please add a more prominent link for the kindle store.,3,1,24.11.0.100,2022-06-04 15:22:00,,
8923d873-c40f-4225-85bb-3449be475fd3,Kristina Campbell,https://play-lh.googleusercontent.com/a/AItbvmnrJkwc64GrgaUVwezqhw6YNSCVzr2YoMyxicir=mo,"I want to give this 5 stars, but I'm giving 1 because it is absolutely INSANE how Amazon hides the sign-out button. It should be right THERE, in front of me, maybe 1 click away. But no, I have to click on 3 lines, scroll to the bottom, click on settings, scroll to the bottom, and there's Sign-Out. I hope with 1 star, this generates attention. In this day and age where cyber security is so important, this is a HUGE flaw.",1,0,24.11.0.100,2022-06-04 14:58:51,,
4f8f7c71-b181-441f-8cbb-73c770a06934,Storm Kami,https://play-lh.googleusercontent.com/a-/AFdZucr-9-bDjZn0gqgnfpegvbV2j1V4Kn7wE3RrQ_KMnQ,かなり使いやすい!,5,0,24.11.0.100,2022-06-04 14:51:08,,
0a6441cf-1077-4dc8-9dfb-08b8993bbaab,Google Maps LLC,https://play-lh.googleusercontent.com/a-/AFdZucq5gDyBh2y_0yvUdBqBCDnYonu3_hdlQOA-A6PZMw,"Amazon Daily Deals Are Amazing!! Low prices every day. Search without all the annoying ads. Shopping on a website that's laid out Great. Thanks to all the behind the scene ppl whom don't get enough credit. I appreciate your hard work, as many others do as well.",5,3,24.10.2.100,2022-06-04 14:27:16,,
5cd69dcb-3d87-456a-86be-ef92f2d52b9d,Pat Man,https://play-lh.googleusercontent.com/a/AItbvmlnQ0kdvG-O7r5VQ9Da-bI4elymlz73ItDyLTvX=mo,"Hasn't worked since last update - as soon as I open it I get the message ""Something has gone wrong our end"". Been using it for years prior to this without issue - hope they fix it soon. Update: Dev - please advise. Update: Still not working after latest update wigh same ""somthhing has gone wrong our end"" message. Update: with every update things get worse - last two updates are unusable, crashes, freezes, pictures of dogs, etc. Amazon - get some real android devs!!",1,66,24.11.0.100,2022-06-04 14:02:22,,
fa9b614e-a5ce-4be1-9ac8-ff7b8a6c1cd3,Jodee deSimone,https://play-lh.googleusercontent.com/a-/AFdZucrUocboI5dbFtn1VbBtSIyn_pLNlwq_H5lrB_dylbs,Great app can usually find everything im looking for. Only wish the dvds would always say specifically what country they are from when you go to buy them.,5,0,24.11.0.100,2022-06-04 13:49:40,,
cd998625-f061-4608-8208-d8981a84e95e,Patrick O Connor,https://play-lh.googleusercontent.com/a/AItbvmkP-5iZY4-6VWI9lZsV0_qrqhR7BnAVKOzKPeIz=mo,"2nd review again one star had to cancel member staff didn't care all I wanted was to pay but no help, tell you no issue on there end and contact bank which was rubbish they take membership from same account and money in it and no approval sent to banking app rubbish service staff couldn't care canceled my membership with out any help offer laughable",1,11,24.10.2.100,2022-06-04 11:32:53,,
977e9547-27ce-44aa-a9f3-e8ad150e241a,Frank Kadlec,https://play-lh.googleusercontent.com/a-/AFdZucrAMHtLI-FU7G1fpcOzfIewhpyTLJN7gWhrrOg,"Much improved, cleaner, more efficient, greater relevance, push adds greatly diminished. Some navigation still a little awkward, common tasks (tracking and order status) can still require too mush navigation. One suggestion: Order combination or edit prior to shipment. This would reduce email notifications.",4,6,24.11.0.100,2022-06-04 10:58:28,,
97b6d2f5-4997-4cd9-ab05-172bc4bb3aff,Carly Winstanley,https://play-lh.googleusercontent.com/a/AItbvmnKixbNvfLW6159tMhMedTbYpSMijz5JjqOINod=mo,"app works great, the new layout is easier to use with buttons across the bottom so that you can easily get to things you have ordered now. it was always a bit of a faff before. much easier to use than the previous version.",5,5,24.11.0.100,2022-06-04 10:09:44,,
c7428c61-2bd0-497d-986e-e92aa5aeeff4,Dagem,https://play-lh.googleusercontent.com/a/AItbvmlGqvFiOC8MnLhBxcGBJxwWkfO0Yg4-7KSMEcpf=mo,Pop,5,0,,2022-06-04 8:13:44,,
